Accession_ID	Chr	Start	End	Strand	Length	B_1_1	B_1_2	B_1_3	B_2_1	B_2_2	B_2_3	B_3_1	B_3_2	B_3_3	B_4_1	B_4_2	B_4_3
lcl|NZ_CP020771.1_cds_WP_002741941.1_3396	lcl|NZ_CP020771.1_cds_WP_002741941.1_3396	1	1140	+	1140	220	183	175	140	133	214	191	187	294	83	57	77
lcl|NZ_CP020771.1_cds_WP_002741940.1_3397	lcl|NZ_CP020771.1_cds_WP_002741940.1_3397	1	873	+	873	17	18	2	4	0	5	13	19	32	2	1	0
lcl|NZ_CP020771.1_cds_WP_036399876.1_3398	lcl|NZ_CP020771.1_cds_WP_036399876.1_3398	1	555	+	555	10	12	14	0	4	7	25	10	19	0	0	0
lcl|NZ_CP020771.1_cds_WP_002741936.1_3399	lcl|NZ_CP020771.1_cds_WP_002741936.1_3399	1	1674	+	1674	11	19	16	8	15	7	13	15	34	2	2	0
lcl|NZ_CP020771.1_cds_WP_002741934.1_3400	lcl|NZ_CP020771.1_cds_WP_002741934.1_3400	1	570	+	570	2	0	2	2	2	0	4	10	14	0	1	0
lcl|NZ_CP020771.1_cds_WP_002741919.1_3404	lcl|NZ_CP020771.1_cds_WP_002741919.1_3404	1	453	+	453	148	181	159	113	124	160	107	111	217	37	11	47
lcl|NZ_CP020771.1_cds_WP_002741915.1_3407	lcl|NZ_CP020771.1_cds_WP_002741915.1_3407	1	462	+	462	322	511	401	140	93	136	193	134	149	41	33	61
lcl|NZ_CP020771.1_cds_WP_036399869.1_3410	lcl|NZ_CP020771.1_cds_WP_036399869.1_3410	1	3075	+	3075	18	17	17	9	8	26	9	2	10	8	6	0
lcl|NZ_CP020771.1_cds_BH695_RS27905_3411	lcl|NZ_CP020771.1_cds_BH695_RS27905_3411	1	254	+	254	0	0	0	0	0	0	0	0	0	0	0	0
lcl|NZ_CP020771.1_cds_WP_002741908.1_3412	lcl|NZ_CP020771.1_cds_WP_002741908.1_3412	1	1281	+	1281	287	373	353	119	99	178	201	97	151	45	28	43
lcl|NZ_CP020771.1_cds_WP_002741903.1_3416	lcl|NZ_CP020771.1_cds_WP_002741903.1_3416	1	1182	+	1182	313	479	528	103	100	184	342	194	246	41	61	71
lcl|NZ_CP020771.1_cds_WP_084990009.1_3427	lcl|NZ_CP020771.1_cds_WP_084990009.1_3427	1	1458	+	1458	52	61	51	25	16	21	33	10	14	9	17	7
lcl|NZ_CP020771.1_cds_WP_084990011.1_3433	lcl|NZ_CP020771.1_cds_WP_084990011.1_3433	1	474	+	474	24	38	27	15	10	42	16	18	9	3	2	1
lcl|NZ_CP020771.1_cds_WP_002746999.1_3434	lcl|NZ_CP020771.1_cds_WP_002746999.1_3434	1	513	+	513	585	720	752	562	477	795	536	355	528	108	50	109
lcl|NZ_CP020771.1_cds_WP_084990012.1_3438	lcl|NZ_CP020771.1_cds_WP_084990012.1_3438	1	993	+	993	49	77	89	33	16	25	63	24	13	17	9	10
lcl|NZ_CP020771.1_cds_BH695_RS17880_3439	lcl|NZ_CP020771.1_cds_BH695_RS17880_3439	1	321	+	321	16	23	12	0	5	2	16	5	7	4	0	1
lcl|NZ_CP020771.1_cds_WP_004157601.1_3440	lcl|NZ_CP020771.1_cds_WP_004157601.1_3440	1	501	+	501	31	37	27	6	15	21	24	19	28	4	1	3
lcl|NZ_CP020771.1_cds_WP_084990013.1_3443	lcl|NZ_CP020771.1_cds_WP_084990013.1_3443	1	294	+	294	63	77	50	58	34	74	135	85	96	28	21	8
lcl|NZ_CP020771.1_cds_WP_002740811.1_3451	lcl|NZ_CP020771.1_cds_WP_002740811.1_3451	1	156	+	156	0	2	1	0	0	0	0	1	0	0	0	0
lcl|NZ_CP020771.1_cds_WP_002740807.1_3454	lcl|NZ_CP020771.1_cds_WP_002740807.1_3454	1	3588	+	3588	50	47	57	16	5	15	12	27	11	5	3	4
lcl|NZ_CP020771.1_cds_WP_002740805.1_3455	lcl|NZ_CP020771.1_cds_WP_002740805.1_3455	1	270	+	270	4	4	0	0	0	1	0	2	0	0	0	0
lcl|NZ_CP020771.1_cds_WP_036399399.1_3456	lcl|NZ_CP020771.1_cds_WP_036399399.1_3456	1	1350	+	1350	23	52	16	19	28	65	13	26	22	15	14	15
lcl|NZ_CP020771.1_cds_WP_002740801.1_3457	lcl|NZ_CP020771.1_cds_WP_002740801.1_3457	1	3252	+	3252	25	16	12	5	4	9	8	10	10	3	4	1
lcl|NZ_CP020771.1_cds_WP_002740800.1_3458	lcl|NZ_CP020771.1_cds_WP_002740800.1_3458	1	402	+	402	26	44	24	9	0	7	11	7	5	5	1	6
lcl|NZ_CP020771.1_cds_WP_002740793.1_3462	lcl|NZ_CP020771.1_cds_WP_002740793.1_3462	1	846	+	846	59	48	27	14	6	25	24	24	53	6	3	12
lcl|NZ_CP020771.1_cds_WP_036399390.1_3465	lcl|NZ_CP020771.1_cds_WP_036399390.1_3465	1	369	+	369	108	531	219	60	48	39	511	37	136	22	8	25
lcl|NZ_CP020771.1_cds_WP_002747527.1_3495	lcl|NZ_CP020771.1_cds_WP_002747527.1_3495	1	708	+	708	30	78	35	11	8	30	35	22	47	7	1	7
lcl|NZ_CP020771.1_cds_BH695_RS18190_3496	lcl|NZ_CP020771.1_cds_BH695_RS18190_3496	1	1560	+	1560	22	20	20	7	13	17	9	18	24	0	0	3
lcl|NZ_CP020771.1_cds_WP_002746140.1_3500	lcl|NZ_CP020771.1_cds_WP_002746140.1_3500	1	945	+	945	400	580	636	241	169	277	496	322	389	96	58	105
lcl|NZ_CP020771.1_cds_BH695_RS18225_3503	lcl|NZ_CP020771.1_cds_BH695_RS18225_3503	1	995	+	995	86	126	78	19	14	35	67	50	55	3	2	7
lcl|NZ_CP020771.1_cds_WP_002746125.1_3508	lcl|NZ_CP020771.1_cds_WP_002746125.1_3508	1	1626	+	1626	50	84	56	31	30	31	33	13	24	10	0	11
lcl|NZ_CP020771.1_cds_WP_002746110.1_3509	lcl|NZ_CP020771.1_cds_WP_002746110.1_3509	1	1173	+	1173	179	298	282	112	64	119	293	120	115	37	27	41
lcl|NZ_CP020771.1_cds_WP_002746088.1_3517	lcl|NZ_CP020771.1_cds_WP_002746088.1_3517	1	498	+	498	18	35	20	8	6	6	33	15	29	0	1	0
lcl|NZ_CP020771.1_cds_WP_036401968.1_3518	lcl|NZ_CP020771.1_cds_WP_036401968.1_3518	1	1473	+	1473	436	376	309	206	156	219	383	218	604	48	20	53
lcl|NZ_CP020771.1_cds_WP_002748287.1_3524	lcl|NZ_CP020771.1_cds_WP_002748287.1_3524	1	909	+	909	44	107	66	44	24	58	37	18	43	10	8	7
lcl|NZ_CP020771.1_cds_WP_036402801.1_3533	lcl|NZ_CP020771.1_cds_WP_036402801.1_3533	1	1218	+	1218	28	27	41	24	6	12	14	3	10	1	7	0
lcl|NZ_CP020771.1_cds_WP_002748318.1_3542	lcl|NZ_CP020771.1_cds_WP_002748318.1_3542	1	603	+	603	225	357	316	124	117	145	265	226	309	65	41	60
lcl|NZ_CP020771.1_cds_WP_002748323.1_3548	lcl|NZ_CP020771.1_cds_WP_002748323.1_3548	1	1788	+	1788	47	83	132	12	8	28	49	41	28	10	7	4
lcl|NZ_CP020771.1_cds_WP_002747016.1_3557	lcl|NZ_CP020771.1_cds_WP_002747016.1_3557	1	282	+	282	199	152	180	24	21	42	12	17	9	6	2	7
lcl|NZ_CP020771.1_cds_WP_016516461.1_3559	lcl|NZ_CP020771.1_cds_WP_016516461.1_3559	1	204	+	204	4	1	12	2	2	6	3	2	7	0	1	0
lcl|NZ_CP020771.1_cds_WP_002747019.1_3561	lcl|NZ_CP020771.1_cds_WP_002747019.1_3561	1	486	+	486	142	136	137	80	44	86	100	89	166	9	20	26
lcl|NZ_CP020771.1_cds_WP_002747031.1_3570	lcl|NZ_CP020771.1_cds_WP_002747031.1_3570	1	423	+	423	42	69	101	19	6	37	59	25	52	3	6	13
lcl|NZ_CP020771.1_cds_WP_002738378.1_3576	lcl|NZ_CP020771.1_cds_WP_002738378.1_3576	1	654	+	654	406	517	536	367	273	411	523	364	430	141	94	116
lcl|NZ_CP020771.1_cds_BH695_RS18620_3580	lcl|NZ_CP020771.1_cds_BH695_RS18620_3580	1	1027	+	1027	581	695	617	149	115	314	250	266	353	43	28	63
lcl|NZ_CP020771.1_cds_WP_002747052.1_3585	lcl|NZ_CP020771.1_cds_WP_002747052.1_3585	1	804	+	804	7	3	8	1	3	5	0	2	6	3	0	0
lcl|NZ_CP020771.1_cds_WP_161491778.1_3595	lcl|NZ_CP020771.1_cds_WP_161491778.1_3595	1	1725	+	1725	0	2	4	4	0	2	0	2	0	0	0	1
lcl|NZ_CP020771.1_cds_WP_036402353.1_3596	lcl|NZ_CP020771.1_cds_WP_036402353.1_3596	1	426	+	426	0	0	0	0	0	0	0	0	0	0	0	3
lcl|NZ_CP020771.1_cds_WP_002747080.1_3597	lcl|NZ_CP020771.1_cds_WP_002747080.1_3597	1	1497	+	1497	0	0	0	0	0	0	0	4	2	0	0	0
lcl|NZ_CP020771.1_cds_WP_036402356.1_3601	lcl|NZ_CP020771.1_cds_WP_036402356.1_3601	1	366	+	366	254	577	431	54	50	134	123	80	66	29	25	25
lcl|NZ_CP020771.1_cds_WP_002747095.1_3604	lcl|NZ_CP020771.1_cds_WP_002747095.1_3604	1	420	+	420	18	19	26	8	0	7	12	16	34	0	3	2
lcl|NZ_CP020771.1_cds_WP_002747097.1_3605	lcl|NZ_CP020771.1_cds_WP_002747097.1_3605	1	489	+	489	30	95	53	32	13	39	28	5	3	21	12	11
lcl|NZ_CP020771.1_cds_WP_002747099.1_3606	lcl|NZ_CP020771.1_cds_WP_002747099.1_3606	1	204	+	204	24	93	52	10	19	20	19	1	7	20	4	10
lcl|NZ_CP020771.1_cds_WP_002747104.1_3608	lcl|NZ_CP020771.1_cds_WP_002747104.1_3608	1	300	+	300	0	4	11	0	0	0	6	1	2	0	0	0
lcl|NZ_CP020771.1_cds_BH695_RS18795_3612	lcl|NZ_CP020771.1_cds_BH695_RS18795_3612	1	277	+	277	90	339	269	16	10	38	64	35	20	5	6	7
lcl|NZ_CP020771.1_cds_WP_084990021.1_3627	lcl|NZ_CP020771.1_cds_WP_084990021.1_3627	1	501	+	501	27	36	52	11	2	10	24	17	29	0	1	0
lcl|NZ_CP020771.1_cds_WP_194033526.1_3628	lcl|NZ_CP020771.1_cds_WP_194033526.1_3628	1	990	+	990	962	1236	851	204	226	284	729	685	538	39	20	68
lcl|NZ_CP020771.1_cds_BH695_RS18900_3630	lcl|NZ_CP020771.1_cds_BH695_RS18900_3630	1	277	+	277	185	268	274	110	95	166	116	82	55	33	33	40
lcl|NZ_CP020771.1_cds_WP_002747166.1_3633	lcl|NZ_CP020771.1_cds_WP_002747166.1_3633	1	603	+	603	2	4	14	2	3	6	4	0	0	0	0	0
lcl|NZ_CP020771.1_cds_WP_002747168.1_3634	lcl|NZ_CP020771.1_cds_WP_002747168.1_3634	1	5796	+	5796	52	100	33	19	19	31	23	36	31	11	7	22
lcl|NZ_CP020771.1_cds_WP_002747175.1_3637	lcl|NZ_CP020771.1_cds_WP_002747175.1_3637	1	2625	+	2625	318	500	484	196	199	258	484	288	566	54	29	94
lcl|NZ_CP020771.1_cds_WP_002747177.1_3638	lcl|NZ_CP020771.1_cds_WP_002747177.1_3638	1	531	+	531	59	81	54	15	44	36	67	46	134	9	16	7
lcl|NZ_CP020771.1_cds_WP_002747179.1_3639	lcl|NZ_CP020771.1_cds_WP_002747179.1_3639	1	150	+	150	0	2	0	0	1	0	2	6	8	0	0	0
lcl|NZ_CP020771.1_cds_WP_002747182.1_3640	lcl|NZ_CP020771.1_cds_WP_002747182.1_3640	1	1626	+	1626	212	338	327	173	117	198	136	153	207	24	6	36
lcl|NZ_CP020771.1_cds_WP_002747187.1_3641	lcl|NZ_CP020771.1_cds_WP_002747187.1_3641	1	225	+	225	24	48	28	29	30	53	47	77	144	11	3	16
lcl|NZ_CP020771.1_cds_WP_231828577.1_3649	lcl|NZ_CP020771.1_cds_WP_231828577.1_3649	1	261	+	261	193	169	192	41	32	57	141	87	79	26	14	25
lcl|NZ_CP020771.1_cds_WP_002747214.1_3654	lcl|NZ_CP020771.1_cds_WP_002747214.1_3654	1	549	+	549	0	0	2	0	0	0	2	0	0	0	0	0
lcl|NZ_CP020771.1_cds_WP_002747215.1_3655	lcl|NZ_CP020771.1_cds_WP_002747215.1_3655	1	393	+	393	0	0	0	0	0	0	0	0	2	0	0	0
lcl|NZ_CP020771.1_cds_WP_036402399.1_3656	lcl|NZ_CP020771.1_cds_WP_036402399.1_3656	1	456	+	456	2	3	2	0	1	0	0	2	0	0	0	2
lcl|NZ_CP020771.1_cds_WP_201261440.1_3658	lcl|NZ_CP020771.1_cds_WP_201261440.1_3658	1	321	+	321	25	17	17	2	14	18	18	18	11	2	2	1
lcl|NZ_CP020771.1_cds_WP_002747223.1_3659	lcl|NZ_CP020771.1_cds_WP_002747223.1_3659	1	282	+	282	2	2	6	2	5	2	12	13	8	1	3	1
lcl|NZ_CP020771.1_cds_WP_002747227.1_3661	lcl|NZ_CP020771.1_cds_WP_002747227.1_3661	1	2808	+	2808	296	373	326	109	64	189	197	107	216	56	47	63
lcl|NZ_CP020771.1_cds_WP_002747237.1_3666	lcl|NZ_CP020771.1_cds_WP_002747237.1_3666	1	165	+	165	43	62	63	24	16	44	28	9	16	5	4	0
lcl|NZ_CP020771.1_cds_WP_002747245.1_3670	lcl|NZ_CP020771.1_cds_WP_002747245.1_3670	1	834	+	834	54	107	102	6	21	22	65	36	36	11	2	8
lcl|NZ_CP020771.1_cds_WP_002738827.1_3679	lcl|NZ_CP020771.1_cds_WP_002738827.1_3679	1	159	+	159	9	16	6	2	3	5	3	0	3	2	6	3
lcl|NZ_CP020771.1_cds_WP_002747273.1_3681	lcl|NZ_CP020771.1_cds_WP_002747273.1_3681	1	531	+	531	5995	7198	6407	3486	2988	5173	3990	4471	4407	1290	792	1327
lcl|NZ_CP020771.1_cds_WP_002747277.1_3683	lcl|NZ_CP020771.1_cds_WP_002747277.1_3683	1	258	+	258	518	501	432	404	294	551	284	368	340	150	125	134
lcl|NZ_CP020771.1_cds_WP_002747882.1_3702	lcl|NZ_CP020771.1_cds_WP_002747882.1_3702	1	297	+	297	129	242	169	52	65	86	111	85	162	20	0	24
lcl|NZ_CP020771.1_cds_WP_002747892.1_3704	lcl|NZ_CP020771.1_cds_WP_002747892.1_3704	1	1203	+	1203	298	406	286	167	141	212	414	416	783	82	38	108
lcl|NZ_CP020771.1_cds_WP_002747840.1_3707	lcl|NZ_CP020771.1_cds_WP_002747840.1_3707	1	1728	+	1728	598	603	423	362	258	390	600	439	638	71	35	107
lcl|NZ_CP020771.1_cds_WP_002747848.1_3711	lcl|NZ_CP020771.1_cds_WP_002747848.1_3711	1	378	+	378	299	268	241	101	119	195	122	65	64	17	10	22
lcl|NZ_CP020771.1_cds_WP_002747850.1_3712	lcl|NZ_CP020771.1_cds_WP_002747850.1_3712	1	501	+	501	160	233	200	134	150	170	144	84	122	12	4	16
lcl|NZ_CP020771.1_cds_WP_084990031.1_3727	lcl|NZ_CP020771.1_cds_WP_084990031.1_3727	1	264	+	264	173	199	263	30	14	29	68	76	65	12	10	16
lcl|NZ_CP020771.1_cds_WP_002742882.1_3737	lcl|NZ_CP020771.1_cds_WP_002742882.1_3737	1	837	+	837	178	216	190	61	43	104	245	99	106	37	10	31
lcl|NZ_CP020771.1_cds_WP_002742885.1_3740	lcl|NZ_CP020771.1_cds_WP_002742885.1_3740	1	1008	+	1008	63	80	94	16	18	31	45	29	29	1	3	9
lcl|NZ_CP020771.1_cds_WP_002742886.1_3741	lcl|NZ_CP020771.1_cds_WP_002742886.1_3741	1	3447	+	3447	269	326	363	82	51	107	155	103	125	32	24	30
lcl|NZ_CP020771.1_cds_WP_002742903.1_3752	lcl|NZ_CP020771.1_cds_WP_002742903.1_3752	1	657	+	657	277	278	385	122	63	133	80	45	89	18	13	24
lcl|NZ_CP020771.1_cds_WP_002742908.1_3755	lcl|NZ_CP020771.1_cds_WP_002742908.1_3755	1	222	+	222	57	118	91	32	8	72	111	83	121	0	2	4
lcl|NZ_CP020771.1_cds_WP_002742920.1_3763	lcl|NZ_CP020771.1_cds_WP_002742920.1_3763	1	822	+	822	170	191	154	72	36	111	94	51	69	29	25	9
lcl|NZ_CP020771.1_cds_WP_036400399.1_3779	lcl|NZ_CP020771.1_cds_WP_036400399.1_3779	1	186	+	186	62	85	91	12	5	15	137	40	45	2	4	3
lcl|NZ_CP020771.1_cds_WP_002736158.1_3785	lcl|NZ_CP020771.1_cds_WP_002736158.1_3785	1	240	+	240	85	112	103	17	28	41	48	30	32	12	15	9
lcl|NZ_CP020771.1_cds_WP_004157083.1_3793	lcl|NZ_CP020771.1_cds_WP_004157083.1_3793	1	198	+	198	8	6	10	1	2	13	14	2	4	7	4	2
lcl|NZ_CP020771.1_cds_WP_002736772.1_3794	lcl|NZ_CP020771.1_cds_WP_002736772.1_3794	1	270	+	270	30	83	77	60	34	47	77	19	20	3	7	14
lcl|NZ_CP020771.1_cds_WP_004157087.1_3796	lcl|NZ_CP020771.1_cds_WP_004157087.1_3796	1	1884	+	1884	130	157	114	106	80	137	40	77	122	29	28	18
lcl|NZ_CP020771.1_cds_WP_004157088.1_3797	lcl|NZ_CP020771.1_cds_WP_004157088.1_3797	1	3480	+	3480	349	280	336	249	181	329	210	193	290	49	22	53
lcl|NZ_CP020771.1_cds_WP_004157090.1_3798	lcl|NZ_CP020771.1_cds_WP_004157090.1_3798	1	639	+	639	122	100	121	67	58	102	85	68	114	19	12	23
lcl|NZ_CP020771.1_cds_WP_004157097.1_3802	lcl|NZ_CP020771.1_cds_WP_004157097.1_3802	1	330	+	330	12	8	8	4	7	12	10	5	12	2	0	1
lcl|NZ_CP020771.1_cds_WP_004157100.1_3803	lcl|NZ_CP020771.1_cds_WP_004157100.1_3803	1	150	+	150	0	0	2	0	0	0	0	0	0	0	0	0
lcl|NZ_CP020771.1_cds_WP_036402427.1_3808	lcl|NZ_CP020771.1_cds_WP_036402427.1_3808	1	204	+	204	9	4	6	0	2	0	0	0	0	0	0	0
lcl|NZ_CP020771.1_cds_WP_036402430.1_3809	lcl|NZ_CP020771.1_cds_WP_036402430.1_3809	1	240	+	240	30	35	43	41	35	79	16	9	7	2	5	12
lcl|NZ_CP020771.1_cds_WP_036402433.1_3810	lcl|NZ_CP020771.1_cds_WP_036402433.1_3810	1	456	+	456	103	114	110	126	65	190	26	18	34	18	5	12
lcl|NZ_CP020771.1_cds_WP_002747310.1_3814	lcl|NZ_CP020771.1_cds_WP_002747310.1_3814	1	210	+	210	1	0	0	2	0	3	2	1	0	0	0	0
lcl|NZ_CP020771.1_cds_WP_002747313.1_3815	lcl|NZ_CP020771.1_cds_WP_002747313.1_3815	1	240	+	240	6	1	2	6	1	5	0	0	0	0	2	1
lcl|NZ_CP020771.1_cds_WP_002747324.1_3822	lcl|NZ_CP020771.1_cds_WP_002747324.1_3822	1	261	+	261	31	61	14	9	4	24	12	4	19	1	2	9
lcl|NZ_CP020771.1_cds_WP_002747325.1_3823	lcl|NZ_CP020771.1_cds_WP_002747325.1_3823	1	147	+	147	0	0	0	0	0	0	0	0	0	0	0	0
lcl|NZ_CP020771.1_cds_BH695_RS19900_3826	lcl|NZ_CP020771.1_cds_BH695_RS19900_3826	1	628	+	628	599	1424	927	177	139	287	386	93	123	45	21	64
lcl|NZ_CP020771.1_cds_WP_002747333.1_3829	lcl|NZ_CP020771.1_cds_WP_002747333.1_3829	1	423	+	423	62	111	106	5	20	33	27	18	8	7	5	5
lcl|NZ_CP020771.1_cds_WP_036402466.1_3849	lcl|NZ_CP020771.1_cds_WP_036402466.1_3849	1	927	+	927	32	56	52	22	2	25	13	22	22	9	5	13
lcl|NZ_CP020771.1_cds_WP_036402469.1_3850	lcl|NZ_CP020771.1_cds_WP_036402469.1_3850	1	1479	+	1479	172	151	106	35	38	64	41	53	50	18	12	26
lcl|NZ_CP020771.1_cds_WP_002747404.1_3858	lcl|NZ_CP020771.1_cds_WP_002747404.1_3858	1	669	+	669	85	141	127	75	111	127	166	83	134	53	29	39
lcl|NZ_CP020771.1_cds_WP_002747437.1_3865	lcl|NZ_CP020771.1_cds_WP_002747437.1_3865	1	2817	+	2817	1871	2464	3138	460	330	1121	3545	2906	3314	564	242	608
lcl|NZ_CP020771.1_cds_WP_002747441.1_3866	lcl|NZ_CP020771.1_cds_WP_002747441.1_3866	1	969	+	969	90	91	142	34	20	48	141	151	174	35	19	28
lcl|NZ_CP020771.1_cds_WP_002747457.1_3878	lcl|NZ_CP020771.1_cds_WP_002747457.1_3878	1	741	+	741	2	7	0	0	0	0	4	0	0	0	0	0
lcl|NZ_CP020771.1_cds_WP_002737739.1_3879	lcl|NZ_CP020771.1_cds_WP_002737739.1_3879	1	270	+	270	0	2	4	2	0	0	2	0	0	0	0	0
lcl|NZ_CP020771.1_cds_WP_002747468.1_3880	lcl|NZ_CP020771.1_cds_WP_002747468.1_3880	1	1125	+	1125	2	8	0	0	4	0	0	0	0	2	3	0
lcl|NZ_CP020771.1_cds_WP_084990044.1_3890	lcl|NZ_CP020771.1_cds_WP_084990044.1_3890	1	3525	+	3525	68	60	85	22	19	37	55	54	60	10	9	16
lcl|NZ_CP020771.1_cds_WP_002749188.1_3892	lcl|NZ_CP020771.1_cds_WP_002749188.1_3892	1	309	+	309	0	5	1	0	2	0	2	0	2	0	0	0
lcl|NZ_CP020771.1_cds_WP_002749174.1_3898	lcl|NZ_CP020771.1_cds_WP_002749174.1_3898	1	4800	+	4800	176	291	265	141	81	265	87	92	151	74	24	43
lcl|NZ_CP020771.1_cds_WP_002749166.1_3900	lcl|NZ_CP020771.1_cds_WP_002749166.1_3900	1	1053	+	1053	306	398	179	141	175	209	281	421	604	63	72	142
lcl|NZ_CP020771.1_cds_WP_036403198.1_3901	lcl|NZ_CP020771.1_cds_WP_036403198.1_3901	1	1089	+	1089	128	154	85	59	70	97	72	129	206	35	21	42
lcl|NZ_CP020771.1_cds_WP_002749162.1_3902	lcl|NZ_CP020771.1_cds_WP_002749162.1_3902	1	675	+	675	359	408	316	160	173	282	289	255	316	149	139	141
lcl|NZ_CP020771.1_cds_WP_002749156.1_3904	lcl|NZ_CP020771.1_cds_WP_002749156.1_3904	1	705	+	705	195	255	186	53	97	139	124	165	284	28	22	29
lcl|NZ_CP020771.1_cds_WP_084990047.1_3912	lcl|NZ_CP020771.1_cds_WP_084990047.1_3912	1	2763	+	2763	51	61	58	15	24	36	29	37	34	3	7	6
lcl|NZ_CP020771.1_cds_WP_002748684.1_3922	lcl|NZ_CP020771.1_cds_WP_002748684.1_3922	1	255	+	255	19	24	38	13	9	36	35	21	51	5	4	11
lcl|NZ_CP020771.1_cds_BH695_RS20495_3936	lcl|NZ_CP020771.1_cds_BH695_RS20495_3936	1	960	+	960	2	8	2	6	2	5	0	4	4	0	2	2
lcl|NZ_CP020771.1_cds_WP_002745548.1_3955	lcl|NZ_CP020771.1_cds_WP_002745548.1_3955	1	381	+	381	351	355	485	145	101	171	332	204	216	31	13	26
lcl|NZ_CP020771.1_cds_WP_002745531.1_3961	lcl|NZ_CP020771.1_cds_WP_002745531.1_3961	1	1335	+	1335	30	14	11	17	14	25	8	11	20	8	10	18
lcl|NZ_CP020771.1_cds_WP_002745529.1_3962	lcl|NZ_CP020771.1_cds_WP_002745529.1_3962	1	1602	+	1602	40	26	10	25	16	29	17	9	14	6	8	8
lcl|NZ_CP020771.1_cds_WP_002745512.1_3968	lcl|NZ_CP020771.1_cds_WP_002745512.1_3968	1	231	+	231	36	37	41	11	13	12	17	10	9	8	8	3
lcl|NZ_CP020771.1_cds_WP_194032936.1_3973	lcl|NZ_CP020771.1_cds_WP_194032936.1_3973	1	204	+	204	2	6	11	2	0	1	2	4	1	0	1	0
lcl|NZ_CP020771.1_cds_WP_002745484.1_3979	lcl|NZ_CP020771.1_cds_WP_002745484.1_3979	1	2913	+	2913	173	253	213	58	34	105	200	78	111	10	11	25
lcl|NZ_CP020771.1_cds_WP_084990052.1_3980	lcl|NZ_CP020771.1_cds_WP_084990052.1_3980	1	648	+	648	8	29	15	8	8	18	14	8	11	3	6	6
lcl|NZ_CP020771.1_cds_WP_002745480.1_3981	lcl|NZ_CP020771.1_cds_WP_002745480.1_3981	1	309	+	309	0	7	0	2	7	17	1	3	5	7	2	3
lcl|NZ_CP020771.1_cds_WP_036401623.1_3983	lcl|NZ_CP020771.1_cds_WP_036401623.1_3983	1	762	+	762	1343	1497	1543	356	261	606	762	310	436	73	41	94
lcl|NZ_CP020771.1_cds_WP_036401618.1_3992	lcl|NZ_CP020771.1_cds_WP_036401618.1_3992	1	375	+	375	224	292	379	66	75	152	388	116	176	50	23	23
lcl|NZ_CP020771.1_cds_WP_002745440.1_3995	lcl|NZ_CP020771.1_cds_WP_002745440.1_3995	1	933	+	933	418	395	287	213	207	374	244	258	245	141	83	129
lcl|NZ_CP020771.1_cds_WP_002745434.1_3998	lcl|NZ_CP020771.1_cds_WP_002745434.1_3998	1	321	+	321	4	19	5	8	6	7	2	1	0	0	0	0
lcl|NZ_CP020771.1_cds_WP_002745417.1_4001	lcl|NZ_CP020771.1_cds_WP_002745417.1_4001	1	249	+	249	125	161	157	32	30	41	51	42	52	4	11	9
lcl|NZ_CP020771.1_cds_WP_002745416.1_4002	lcl|NZ_CP020771.1_cds_WP_002745416.1_4002	1	192	+	192	67	170	146	51	18	45	29	17	14	8	5	20
lcl|NZ_CP020771.1_cds_WP_002745414.1_4003	lcl|NZ_CP020771.1_cds_WP_002745414.1_4003	1	1395	+	1395	30	48	67	26	8	26	33	25	30	6	0	9
lcl|NZ_CP020771.1_cds_WP_084990053.1_4004	lcl|NZ_CP020771.1_cds_WP_084990053.1_4004	1	531	+	531	9	4	4	5	6	11	24	14	19	0	8	2
lcl|NZ_CP020771.1_cds_WP_002745409.1_4005	lcl|NZ_CP020771.1_cds_WP_002745409.1_4005	1	792	+	792	97	109	109	25	23	53	84	54	41	11	8	23
lcl|NZ_CP020771.1_cds_WP_002745406.1_4008	lcl|NZ_CP020771.1_cds_WP_002745406.1_4008	1	258	+	258	192	209	198	34	40	72	64	72	89	27	16	29
lcl|NZ_CP020771.1_cds_WP_002745405.1_4009	lcl|NZ_CP020771.1_cds_WP_002745405.1_4009	1	342	+	342	241	260	240	54	45	88	103	63	99	11	16	27
lcl|NZ_CP020771.1_cds_WP_110980708.1_4014	lcl|NZ_CP020771.1_cds_WP_110980708.1_4014	1	1872	+	1872	55	136	101	62	51	93	86	45	59	30	13	15
lcl|NZ_CP020771.1_cds_WP_036400925.1_4015	lcl|NZ_CP020771.1_cds_WP_036400925.1_4015	1	738	+	738	102	211	174	104	55	128	117	93	165	31	23	45
lcl|NZ_CP020771.1_cds_WP_036400928.1_4016	lcl|NZ_CP020771.1_cds_WP_036400928.1_4016	1	1140	+	1140	87	92	116	63	57	89	74	71	88	14	4	22
lcl|NZ_CP020771.1_cds_WP_002744053.1_4027	lcl|NZ_CP020771.1_cds_WP_002744053.1_4027	1	2151	+	2151	117	104	69	75	83	156	51	78	92	24	30	48
lcl|NZ_CP020771.1_cds_WP_002744055.1_4028	lcl|NZ_CP020771.1_cds_WP_002744055.1_4028	1	2181	+	2181	128	124	80	81	92	137	70	71	72	30	42	21
lcl|NZ_CP020771.1_cds_WP_201261441.1_4031	lcl|NZ_CP020771.1_cds_WP_201261441.1_4031	1	4503	+	4503	6	12	15	3	6	2	9	6	18	3	1	4
