Accession_ID	Chr	Start	End	Strand	Length	A_1_1	A_1_2	A_1_3	A_2_1	A_2_2	A_2_3	A_3_1	A_3_2	A_3_3	A_4_1	A_4_2	A_4_3	A_5_1	A_5_2	A_5_3	A_6_1	A_6_2	A_6_3	A_7_1	A_7_2	A_7_3	A_8_1	A_8_2	A_8_3
lcl|NZ_CP011339.1_cds_WP_284525838.1_3696	lcl|NZ_CP011339.1_cds_WP_284525838.1_3696	1	648	+	648	147	228	34	155	140	56	128	183	30	272	126	119	171	8	0	20	10	12	28	19	36	4	29	4
lcl|NZ_CP011339.1_cds_VL20_RS17715_3705	lcl|NZ_CP011339.1_cds_VL20_RS17715_3705	1	627	+	627	1106	1606	1370	1144	922	1082	842	1222	907	1275	2429	1856	905	185	228	136	169	216	242	317	241	341	438	489
lcl|NZ_CP011339.1_cds_WP_052277304.1_3729	lcl|NZ_CP011339.1_cds_WP_052277304.1_3729	1	1002	+	1002	556	1115	303	390	351	181	660	814	329	698	452	243	442	110	192	112	127	96	199	328	312	131	168	71
lcl|NZ_CP011339.1_cds_VL20_RS33825_3730	lcl|NZ_CP011339.1_cds_VL20_RS33825_3730	1	96	+	96	2	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
lcl|NZ_CP011339.1_cds_WP_052277305.1_3732	lcl|NZ_CP011339.1_cds_WP_052277305.1_3732	1	759	+	759	198	293	145	135	110	98	129	235	151	238	227	206	157	70	95	50	37	66	83	106	89	33	63	38
lcl|NZ_CP011339.1_cds_VL20_RS32945_3735	lcl|NZ_CP011339.1_cds_VL20_RS32945_3735	1	196	+	196	1232	1868	2571	1415	1157	2546	1769	1754	1603	1379	1506	1667	790	439	1161	458	304	514	560	825	872	546	404	662
lcl|NZ_CP011339.1_cds_WP_249264871.1_3738	lcl|NZ_CP011339.1_cds_WP_249264871.1_3738	1	309	+	309	41	52	25	26	29	15	8	20	10	39	28	15	23	4	8	6	9	0	14	6	3	4	21	3
lcl|NZ_CP011339.1_cds_WP_052277313.1_3741	lcl|NZ_CP011339.1_cds_WP_052277313.1_3741	1	729	+	729	1309	1736	586	1856	1473	861	4129	5861	2641	2072	1122	938	730	961	693	570	546	386	2735	4097	3780	487	547	242
lcl|NZ_CP011339.1_cds_WP_002750184.1_3747	lcl|NZ_CP011339.1_cds_WP_002750184.1_3747	1	210	+	210	338	252	64	201	169	50	449	576	140	197	58	63	215	149	97	85	55	84	208	278	305	61	47	15
lcl|NZ_CP011339.1_cds_WP_128575249.1_3751	lcl|NZ_CP011339.1_cds_WP_128575249.1_3751	1	246	+	246	274	287	84	208	174	129	44	96	21	433	79	94	107	42	74	35	25	22	28	45	29	56	52	8
lcl|NZ_CP011339.1_cds_WP_052277325.1_3761	lcl|NZ_CP011339.1_cds_WP_052277325.1_3761	1	1476	+	1476	674	692	637	521	399	505	388	710	789	452	712	569	376	173	346	145	102	190	311	411	377	154	168	150
lcl|NZ_CP011339.1_cds_WP_052277329.1_3765	lcl|NZ_CP011339.1_cds_WP_052277329.1_3765	1	885	+	885	1250	2731	647	1759	1466	635	2922	3642	1142	2156	1079	766	795	667	762	544	384	380	1149	1620	1872	500	399	237
lcl|NZ_CP011339.1_cds_WP_052277333.1_3777	lcl|NZ_CP011339.1_cds_WP_052277333.1_3777	1	1116	+	1116	2419	2091	1051	2127	1821	1008	6625	9121	4058	1778	1361	1037	1740	1043	1448	745	653	919	4001	4775	5086	637	913	436
lcl|NZ_CP011339.1_cds_WP_052277335.1_3780	lcl|NZ_CP011339.1_cds_WP_052277335.1_3780	1	1287	+	1287	2048	2916	1853	1646	1221	1137	1639	2157	1688	2379	2318	1978	1258	402	643	380	277	467	717	800	915	478	480	518
lcl|NZ_CP011339.1_cds_WP_221634911.1_3784	lcl|NZ_CP011339.1_cds_WP_221634911.1_3784	1	156	+	156	2	4	2	4	0	0	8	16	2	1	5	1	2	10	1	0	0	2	2	7	3	2	2	0
lcl|NZ_CP011339.1_cds_WP_103111750.1_3786	lcl|NZ_CP011339.1_cds_WP_103111750.1_3786	1	192	+	192	68	173	45	114	115	44	59	90	40	83	118	65	76	10	71	40	30	48	33	35	34	36	17	3
lcl|NZ_CP011339.1_cds_WP_284525842.1_3787	lcl|NZ_CP011339.1_cds_WP_284525842.1_3787	1	375	+	375	28	16	22	20	21	11	13	22	6	36	31	30	33	2	4	2	0	3	1	4	6	0	7	0
lcl|NZ_CP011339.1_cds_WP_128575251.1_3790	lcl|NZ_CP011339.1_cds_WP_128575251.1_3790	1	2040	+	2040	233	253	137	262	240	198	161	204	105	260	319	197	184	67	93	29	50	46	47	49	46	18	35	22
lcl|NZ_CP011339.1_cds_WP_284525843.1_3791	lcl|NZ_CP011339.1_cds_WP_284525843.1_3791	1	168	+	168	7166	8671	1428	9376	5520	1372	14076	11300	4247	8409	1549	1499	2897	1945	3040	2145	1088	1322	3113	4051	4816	1712	1597	403
lcl|NZ_CP011339.1_cds_WP_052277342.1_3793	lcl|NZ_CP011339.1_cds_WP_052277342.1_3793	1	357	+	357	23130	39917	14366	25406	19361	11787	14246	14933	15034	26268	40834	27115	14819	2633	4995	3052	2857	6791	3739	4768	4193	4064	2693	2030
lcl|NZ_CP011339.1_cds_WP_002757072.1_3805	lcl|NZ_CP011339.1_cds_WP_002757072.1_3805	1	432	+	432	31	38	16	37	18	16	20	31	27	54	69	38	30	2	2	2	0	0	2	10	10	0	12	4
lcl|NZ_CP011339.1_cds_WP_002757074.1_3806	lcl|NZ_CP011339.1_cds_WP_002757074.1_3806	1	768	+	768	80	116	24	29	38	30	42	70	14	76	72	33	90	8	0	0	2	10	0	12	12	0	14	2
lcl|NZ_CP011339.1_cds_WP_002757076.1_3807	lcl|NZ_CP011339.1_cds_WP_002757076.1_3807	1	2550	+	2550	56	105	66	48	33	42	35	35	35	28	146	55	76	0	6	0	12	4	2	9	8	6	0	6
lcl|NZ_CP011339.1_cds_WP_052277355.1_3815	lcl|NZ_CP011339.1_cds_WP_052277355.1_3815	1	1137	+	1137	8637	7326	4578	4627	4365	2742	5073	6465	3363	3892	4607	2877	6248	3568	4532	1670	1431	1970	3695	5246	4953	1162	2173	1300
lcl|NZ_CP011339.1_cds_WP_052277356.1_3816	lcl|NZ_CP011339.1_cds_WP_052277356.1_3816	1	282	+	282	36	45	48	21	15	29	15	24	7	16	54	31	48	0	0	1	2	10	6	8	5	2	2	6
lcl|NZ_CP011339.1_cds_WP_284525844.1_3820	lcl|NZ_CP011339.1_cds_WP_284525844.1_3820	1	540	+	540	171	146	95	117	91	62	208	168	98	200	237	170	150	4	53	4	8	8	6	26	29	7	5	6
lcl|NZ_CP011339.1_cds_WP_002759054.1_3824	lcl|NZ_CP011339.1_cds_WP_002759054.1_3824	1	270	+	270	665	857	97	391	278	73	304	362	95	653	233	177	316	118	206	114	87	134	61	120	123	228	421	130
lcl|NZ_CP011339.1_cds_WP_002759052.1_3825	lcl|NZ_CP011339.1_cds_WP_002759052.1_3825	1	225	+	225	294	482	391	254	186	282	157	161	170	359	338	384	153	83	102	51	102	138	65	48	77	126	141	164
lcl|NZ_CP011339.1_cds_VL20_RS33835_3828	lcl|NZ_CP011339.1_cds_VL20_RS33835_3828	1	1309	+	1309	3193	6772	1368	4745	3196	1238	14117	16409	2517	5342	1294	1419	1788	1515	2986	1481	657	919	3787	4619	7562	1221	846	376
lcl|NZ_CP011339.1_cds_WP_052277367.1_3841	lcl|NZ_CP011339.1_cds_WP_052277367.1_3841	1	381	+	381	48	73	22	72	36	18	22	37	2	199	59	43	28	8	22	13	12	6	5	13	10	26	45	9
lcl|NZ_CP011339.1_cds_WP_284525845.1_3842	lcl|NZ_CP011339.1_cds_WP_284525845.1_3842	1	135	+	135	487	394	45	404	377	63	254	310	41	655	79	84	224	182	220	159	64	50	131	176	169	96	94	18
lcl|NZ_CP011339.1_cds_WP_052277368.1_3843	lcl|NZ_CP011339.1_cds_WP_052277368.1_3843	1	291	+	291	84	164	125	195	216	200	62	100	73	172	276	240	63	101	187	97	82	99	36	60	72	82	84	76
lcl|NZ_CP011339.1_cds_WP_052277369.1_3844	lcl|NZ_CP011339.1_cds_WP_052277369.1_3844	1	1458	+	1458	110	171	31	202	213	54	136	181	35	267	99	93	49	40	107	74	60	33	60	89	53	47	38	20
lcl|NZ_CP011339.1_cds_WP_284525848.1_3847	lcl|NZ_CP011339.1_cds_WP_284525848.1_3847	1	1791	+	1791	426	1909	344	1713	1294	689	923	1023	509	3302	955	1093	338	324	605	623	438	452	246	404	497	585	393	187
lcl|NZ_CP011339.1_cds_WP_052277377.1_3858	lcl|NZ_CP011339.1_cds_WP_052277377.1_3858	1	834	+	834	3116	1986	1219	2107	1821	900	2685	3629	1275	1973	1434	1018	1694	479	745	436	265	394	950	1133	1240	300	380	162
lcl|NZ_CP011339.1_cds_WP_158499367.1_3860	lcl|NZ_CP011339.1_cds_WP_158499367.1_3860	1	138	+	138	4	19	2	4	14	2	9	16	2	17	13	5	4	5	0	4	0	0	0	2	4	0	0	0
lcl|NZ_CP011339.1_cds_VL20_RS18455_3862	lcl|NZ_CP011339.1_cds_VL20_RS18455_3862	1	1067	+	1067	109	154	38	89	62	29	42	92	28	143	69	72	76	2	18	1	2	17	14	22	11	5	13	7
lcl|NZ_CP011339.1_cds_WP_052277379.1_3864	lcl|NZ_CP011339.1_cds_WP_052277379.1_3864	1	1005	+	1005	510	786	430	486	312	376	230	279	385	402	431	486	462	233	394	158	173	341	184	259	253	81	126	115
lcl|NZ_CP011339.1_cds_WP_284525849.1_3866	lcl|NZ_CP011339.1_cds_WP_284525849.1_3866	1	1356	+	1356	1314	1944	901	1472	1298	860	900	1505	825	2003	1321	1146	1355	442	556	287	248	285	502	528	700	170	281	155
lcl|NZ_CP011339.1_cds_WP_052277384.1_3869	lcl|NZ_CP011339.1_cds_WP_052277384.1_3869	1	1281	+	1281	4063	6786	3119	3758	3148	2621	2220	2821	1895	6580	4524	4213	3467	1172	1935	467	445	637	752	1043	1309	775	729	629
lcl|NZ_CP011339.1_cds_WP_052277385.1_3870	lcl|NZ_CP011339.1_cds_WP_052277385.1_3870	1	1425	+	1425	1307	1441	754	941	777	618	419	853	441	1546	915	808	968	367	461	131	142	121	250	217	304	136	144	106
lcl|NZ_CP011339.1_cds_WP_052277387.1_3874	lcl|NZ_CP011339.1_cds_WP_052277387.1_3874	1	2376	+	2376	1718	2257	1240	1444	963	865	2125	2543	1754	1659	1315	1232	1078	728	1126	657	565	809	1338	1614	1792	518	564	397
lcl|NZ_CP011339.1_cds_VL20_RS18550_3881	lcl|NZ_CP011339.1_cds_VL20_RS18550_3881	1	858	+	858	344	357	334	310	295	261	351	554	241	317	369	277	293	158	233	146	104	105	216	298	356	98	124	114
lcl|NZ_CP011339.1_cds_WP_158499368.1_3882	lcl|NZ_CP011339.1_cds_WP_158499368.1_3882	1	147	+	147	276	425	183	187	182	100	159	211	111	331	239	205	187	53	107	83	68	85	66	92	66	51	114	48
lcl|NZ_CP011339.1_cds_WP_052277396.1_3893	lcl|NZ_CP011339.1_cds_WP_052277396.1_3893	1	990	+	990	691	936	644	631	475	550	1857	2333	1248	700	590	520	460	443	586	320	184	332	1425	1660	1714	249	169	188
lcl|NZ_CP011339.1_cds_WP_249264882.1_3898	lcl|NZ_CP011339.1_cds_WP_249264882.1_3898	1	165	+	165	1251	926	91	529	454	42	1127	1663	64	556	105	93	957	259	184	156	39	14	306	355	324	90	97	8
lcl|NZ_CP011339.1_cds_WP_284525854.1_3900	lcl|NZ_CP011339.1_cds_WP_284525854.1_3900	1	135	+	135	321	333	54	369	288	41	435	644	42	465	47	19	233	119	159	136	88	12	222	234	353	92	219	11
lcl|NZ_CP011339.1_cds_WP_052277401.1_3901	lcl|NZ_CP011339.1_cds_WP_052277401.1_3901	1	927	+	927	4620	2845	2406	2004	1520	1211	3254	5337	2777	1883	1782	1346	3412	1502	1753	876	868	889	2528	3635	3410	796	1079	652
lcl|NZ_CP011339.1_cds_WP_052277406.1_3908	lcl|NZ_CP011339.1_cds_WP_052277406.1_3908	1	774	+	774	1366	2056	634	1227	1074	567	1415	1832	810	1646	1007	785	929	635	686	310	270	302	516	795	813	414	271	172
lcl|NZ_CP011339.1_cds_WP_158499369.1_3911	lcl|NZ_CP011339.1_cds_WP_158499369.1_3911	1	156	+	156	176	208	11	174	138	24	147	133	23	296	50	34	207	14	4	14	0	0	18	24	24	8	12	5
lcl|NZ_CP011339.1_cds_WP_052277408.1_3912	lcl|NZ_CP011339.1_cds_WP_052277408.1_3912	1	336	+	336	83	138	35	57	52	42	39	67	40	101	100	58	57	29	32	10	7	6	9	25	24	14	20	7
lcl|NZ_CP011339.1_cds_VL20_RS18690_3917	lcl|NZ_CP011339.1_cds_VL20_RS18690_3917	1	1035	+	1035	332	414	108	310	276	137	268	413	142	360	212	190	337	69	69	50	39	38	81	149	162	58	82	36
lcl|NZ_CP011339.1_cds_WP_081330836.1_3919	lcl|NZ_CP011339.1_cds_WP_081330836.1_3919	1	207	+	207	387	894	152	504	405	124	551	852	264	1222	397	294	293	229	305	102	118	91	254	305	365	88	104	22
lcl|NZ_CP011339.1_cds_WP_052277415.1_3921	lcl|NZ_CP011339.1_cds_WP_052277415.1_3921	1	219	+	219	0	6	0	2	2	0	0	6	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
lcl|NZ_CP011339.1_cds_WP_043996475.1_3923	lcl|NZ_CP011339.1_cds_WP_043996475.1_3923	1	831	+	831	580	151	169	81	54	42	154	292	86	123	45	37	201	84	62	76	27	46	119	113	137	23	44	21
lcl|NZ_CP011339.1_cds_WP_249264922.1_3933	lcl|NZ_CP011339.1_cds_WP_249264922.1_3933	1	198	+	198	2	9	4	0	4	2	0	2	2	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0
lcl|NZ_CP011339.1_cds_WP_052277422.1_3934	lcl|NZ_CP011339.1_cds_WP_052277422.1_3934	1	1017	+	1017	562	824	304	510	468	275	521	583	317	589	554	373	323	207	288	139	90	165	158	257	213	113	116	87
lcl|NZ_CP011339.1_cds_WP_052278512.1_3936	lcl|NZ_CP011339.1_cds_WP_052278512.1_3936	1	501	+	501	311	696	309	330	302	203	316	364	303	440	402	311	150	94	74	85	61	92	98	82	95	132	56	64
lcl|NZ_CP011339.1_cds_WP_002759177.1_3939	lcl|NZ_CP011339.1_cds_WP_002759177.1_3939	1	297	+	297	6230	13397	4785	5290	3322	2281	5561	6457	5809	14090	5887	5644	4946	1190	2099	1177	914	1730	1327	3065	2402	3315	1498	1448
lcl|NZ_CP011339.1_cds_WP_052277426.1_3941	lcl|NZ_CP011339.1_cds_WP_052277426.1_3941	1	789	+	789	94	305	140	226	153	174	229	286	197	148	258	184	90	20	28	33	37	30	102	103	148	16	4	21
lcl|NZ_CP011339.1_cds_WP_052277427.1_3942	lcl|NZ_CP011339.1_cds_WP_052277427.1_3942	1	4086	+	4086	1291	2616	1088	2195	1465	996	2654	2986	1876	1933	1968	1428	1267	351	344	355	409	442	922	1151	1006	185	226	173
lcl|NZ_CP011339.1_cds_WP_249264968.1_3943	lcl|NZ_CP011339.1_cds_WP_249264968.1_3943	1	1320	+	1320	653	817	338	792	484	335	1412	1605	730	608	638	416	608	163	203	235	230	163	602	769	738	91	92	72
lcl|NZ_CP011339.1_cds_VL20_RS18825_3944	lcl|NZ_CP011339.1_cds_VL20_RS18825_3944	1	1754	+	1754	1891	1750	700	1204	1022	495	1143	1737	646	1737	814	678	1085	142	231	116	98	83	260	403	450	157	129	82
lcl|NZ_CP011339.1_cds_WP_249265006.1_3945	lcl|NZ_CP011339.1_cds_WP_249265006.1_3945	1	384	+	384	49	73	33	50	44	36	81	88	70	27	40	15	29	21	32	18	17	12	58	35	51	9	8	8
lcl|NZ_CP011339.1_cds_WP_002786273.1_3947	lcl|NZ_CP011339.1_cds_WP_002786273.1_3947	1	282	+	282	62	132	36	159	184	55	140	210	122	240	75	68	55	73	74	51	41	27	120	156	176	39	63	20
lcl|NZ_CP011339.1_cds_WP_239698044.1_3949	lcl|NZ_CP011339.1_cds_WP_239698044.1_3949	1	225	+	225	22	32	27	21	29	23	9	27	0	51	39	43	30	0	0	0	3	0	2	8	3	0	1	1
lcl|NZ_CP011339.1_cds_WP_002786275.1_3950	lcl|NZ_CP011339.1_cds_WP_002786275.1_3950	1	216	+	216	19	33	49	23	24	51	15	22	13	13	115	88	25	2	0	0	0	3	8	16	12	0	4	1
lcl|NZ_CP011339.1_cds_WP_002786278.1_3957	lcl|NZ_CP011339.1_cds_WP_002786278.1_3957	1	213	+	213	16	14	4	5	14	4	11	9	8	29	13	7	4	0	0	1	0	0	0	4	5	2	0	0
lcl|NZ_CP011339.1_cds_WP_052277432.1_3958	lcl|NZ_CP011339.1_cds_WP_052277432.1_3958	1	273	+	273	13	3	9	2	0	3	1	2	1	9	13	11	3	0	0	0	0	2	0	2	0	0	0	0
lcl|NZ_CP011339.1_cds_WP_052278514.1_3963	lcl|NZ_CP011339.1_cds_WP_052278514.1_3963	1	930	+	930	5098	8332	5570	6946	5656	5555	3821	4895	5511	5436	5282	4975	2611	2503	3595	1926	1393	1987	1535	1681	2061	1936	1380	1595
lcl|NZ_CP011339.1_cds_WP_052277439.1_3970	lcl|NZ_CP011339.1_cds_WP_052277439.1_3970	1	1287	+	1287	2844	4224	1770	2246	1651	1480	2203	2467	957	3118	1989	1846	1333	346	685	403	234	351	280	568	531	783	625	431
lcl|NZ_CP011339.1_cds_WP_052277443.1_3974	lcl|NZ_CP011339.1_cds_WP_052277443.1_3974	1	1824	+	1824	57	49	18	20	20	8	36	44	9	71	51	23	28	0	18	0	2	6	6	7	4	7	20	4
lcl|NZ_CP011339.1_cds_WP_052277444.1_3975	lcl|NZ_CP011339.1_cds_WP_052277444.1_3975	1	192	+	192	70	149	38	141	113	58	407	302	90	283	162	130	84	22	42	12	2	17	6	31	13	20	6	2
lcl|NZ_CP011339.1_cds_WP_052277445.1_3976	lcl|NZ_CP011339.1_cds_WP_052277445.1_3976	1	1296	+	1296	91	126	44	110	73	29	101	153	87	102	97	81	69	2	16	0	2	4	4	6	18	1	6	19
lcl|NZ_CP011339.1_cds_WP_128575259.1_3977	lcl|NZ_CP011339.1_cds_WP_128575259.1_3977	1	798	+	798	73	165	25	59	41	27	47	81	24	184	97	83	83	4	16	9	9	17	14	8	11	28	11	11
lcl|NZ_CP011339.1_cds_WP_052277447.1_3978	lcl|NZ_CP011339.1_cds_WP_052277447.1_3978	1	1803	+	1803	186	291	167	98	127	62	148	222	106	419	389	272	194	20	118	40	10	25	20	55	26	56	65	24
lcl|NZ_CP011339.1_cds_WP_199328722.1_3979	lcl|NZ_CP011339.1_cds_WP_199328722.1_3979	1	210	+	210	8	7	8	9	1	7	7	15	7	23	13	10	8	0	11	4	0	0	0	0	3	1	6	0
lcl|NZ_CP011339.1_cds_WP_158499371.1_3980	lcl|NZ_CP011339.1_cds_WP_158499371.1_3980	1	180	+	180	683	940	192	1039	1030	240	1174	1339	222	2756	514	501	457	500	911	439	236	247	770	910	1162	699	623	230
lcl|NZ_CP011339.1_cds_WP_167341556.1_3985	lcl|NZ_CP011339.1_cds_WP_167341556.1_3985	1	174	+	174	554	760	233	739	592	231	684	740	267	614	248	256	243	256	535	192	135	212	286	414	367	225	173	68
lcl|NZ_CP011339.1_cds_WP_052277453.1_3986	lcl|NZ_CP011339.1_cds_WP_052277453.1_3986	1	1413	+	1413	312	372	81	314	213	88	535	610	217	330	112	87	204	129	143	113	58	95	185	252	327	129	72	39
lcl|NZ_CP011339.1_cds_WP_052277454.1_3988	lcl|NZ_CP011339.1_cds_WP_052277454.1_3988	1	1299	+	1299	524	623	132	336	247	85	559	538	150	696	190	167	340	74	88	101	25	55	92	190	160	76	80	30
lcl|NZ_CP011339.1_cds_WP_052277460.1_3997	lcl|NZ_CP011339.1_cds_WP_052277460.1_3997	1	912	+	912	856	1001	186	693	624	170	1175	1242	436	1256	328	246	547	309	471	250	147	358	507	783	675	206	255	65
lcl|NZ_CP011339.1_cds_WP_128575260.1_3998	lcl|NZ_CP011339.1_cds_WP_128575260.1_3998	1	267	+	267	436	482	98	318	344	71	348	466	155	477	99	90	292	259	382	135	104	73	259	296	293	155	137	18
lcl|NZ_CP011339.1_cds_WP_128575261.1_3999	lcl|NZ_CP011339.1_cds_WP_128575261.1_3999	1	231	+	231	1068	2870	726	687	305	351	441	789	668	2335	878	815	280	78	353	162	110	494	33	95	101	1035	191	159
lcl|NZ_CP011339.1_cds_VL20_RS33025_4004	lcl|NZ_CP011339.1_cds_VL20_RS33025_4004	1	199	+	199	514	1338	816	243	170	204	314	357	505	576	382	519	251	94	161	91	72	109	37	115	118	339	109	141
lcl|NZ_CP011339.1_cds_WP_043995544.1_4008	lcl|NZ_CP011339.1_cds_WP_043995544.1_4008	1	468	+	468	222	576	182	304	201	127	374	365	217	746	372	335	142	77	157	99	86	88	66	149	114	137	85	62
lcl|NZ_CP011339.1_cds_WP_052277466.1_4012	lcl|NZ_CP011339.1_cds_WP_052277466.1_4012	1	1320	+	1320	7374	9716	3772	6659	5667	3013	4925	7922	3662	7960	5244	4356	6074	641	972	840	789	896	1369	2048	2038	1507	702	604
lcl|NZ_CP011339.1_cds_WP_260441205.1_4013	lcl|NZ_CP011339.1_cds_WP_260441205.1_4013	1	204	+	204	6	6	1	0	5	2	4	0	2	10	3	15	3	2	0	0	0	0	0	7	0	0	12	1
lcl|NZ_CP011339.1_cds_WP_052277469.1_4019	lcl|NZ_CP011339.1_cds_WP_052277469.1_4019	1	696	+	696	397	637	410	703	603	603	1005	1448	816	678	588	545	229	235	202	167	110	117	394	503	611	126	82	87
lcl|NZ_CP011339.1_cds_WP_052277472.1_4022	lcl|NZ_CP011339.1_cds_WP_052277472.1_4022	1	396	+	396	8615	6677	2694	4915	3780	1924	6149	8005	3442	4611	4389	3117	6933	2694	4787	1964	866	1131	2607	2714	3000	1558	2019	665
lcl|NZ_CP011339.1_cds_WP_002749457.1_4033	lcl|NZ_CP011339.1_cds_WP_002749457.1_4033	1	246	+	246	1028	1166	652	2068	1702	1330	936	1366	509	1793	1899	1356	721	404	587	393	292	441	323	437	526	340	568	280
lcl|NZ_CP011339.1_cds_VL20_RS19235_4034	lcl|NZ_CP011339.1_cds_VL20_RS19235_4034	1	1763	+	1763	1045	1461	788	1190	1042	737	1501	2002	1204	1096	1519	992	750	413	469	321	192	315	700	779	749	239	248	210
lcl|NZ_CP011339.1_cds_WP_052277481.1_4035	lcl|NZ_CP011339.1_cds_WP_052277481.1_4035	1	807	+	807	2128	2812	854	1988	1656	688	1708	2176	798	3387	1459	1148	1273	371	742	442	313	379	472	668	679	583	655	220
lcl|NZ_CP011339.1_cds_WP_052277482.1_4036	lcl|NZ_CP011339.1_cds_WP_052277482.1_4036	1	879	+	879	1947	2809	660	1697	1454	463	1711	2141	767	2634	1024	960	1263	425	665	365	266	237	587	818	805	432	448	179
lcl|NZ_CP011339.1_cds_WP_369800415.1_4040	lcl|NZ_CP011339.1_cds_WP_369800415.1_4040	1	156	+	156	9	30	5	15	24	15	18	29	9	18	18	19	23	6	16	4	6	5	18	2	10	7	10	8
lcl|NZ_CP011339.1_cds_WP_167341558.1_4046	lcl|NZ_CP011339.1_cds_WP_167341558.1_4046	1	177	+	177	143	262	53	113	72	33	118	176	41	254	113	66	140	60	74	49	2	18	31	29	26	23	56	12
lcl|NZ_CP011339.1_cds_WP_002786421.1_4051	lcl|NZ_CP011339.1_cds_WP_002786421.1_4051	1	165	+	165	20293	22660	46457	18120	14984	45606	17000	20715	8753	11415	11499	19685	15565	7995	19432	6400	7084	8831	6557	10202	8725	5737	10260	20279
lcl|NZ_CP011339.1_cds_WP_052277490.1_4055	lcl|NZ_CP011339.1_cds_WP_052277490.1_4055	1	291	+	291	251	377	140	172	159	59	106	254	121	325	183	111	144	32	71	41	21	61	44	57	97	53	55	25
lcl|NZ_CP011339.1_cds_VL20_RS19360_4063	lcl|NZ_CP011339.1_cds_VL20_RS19360_4063	1	1189	+	1189	2521	3774	2729	2501	1889	1958	2277	3434	2974	2723	3242	2856	1524	622	928	491	493	717	1084	1674	1829	622	608	581
lcl|NZ_CP011339.1_cds_WP_002743515.1_4071	lcl|NZ_CP011339.1_cds_WP_002743515.1_4071	1	747	+	747	16	13	20	19	7	10	10	8	6	12	14	15	16	0	0	0	2	0	0	0	0	4	0	0
lcl|NZ_CP011339.1_cds_WP_052277502.1_4072	lcl|NZ_CP011339.1_cds_WP_052277502.1_4072	1	996	+	996	34	28	5	41	32	13	12	20	11	36	48	41	22	4	0	0	3	0	0	0	10	2	0	6
lcl|NZ_CP011339.1_cds_WP_052277504.1_4075	lcl|NZ_CP011339.1_cds_WP_052277504.1_4075	1	495	+	495	272	597	425	200	107	238	348	398	396	280	362	365	134	10	95	57	36	76	136	155	150	107	42	75
lcl|NZ_CP011339.1_cds_WP_052277505.1_4078	lcl|NZ_CP011339.1_cds_WP_052277505.1_4078	1	1044	+	1044	323	334	149	234	242	114	220	281	112	389	215	165	201	42	91	49	41	43	82	151	121	46	66	35
lcl|NZ_CP011339.1_cds_WP_128575263.1_4087	lcl|NZ_CP011339.1_cds_WP_128575263.1_4087	1	186	+	186	51	45	8	71	46	8	18	35	2	56	5	3	31	27	40	14	5	2	14	14	14	2	26	0
lcl|NZ_CP011339.1_cds_WP_052277509.1_4088	lcl|NZ_CP011339.1_cds_WP_052277509.1_4088	1	2091	+	2091	4150	10489	2840	2788	2393	1338	3107	3750	3343	7354	3876	3337	2697	651	1109	858	843	1253	682	1070	1009	2303	1102	933
lcl|NZ_CP011339.1_cds_WP_158499372.1_4090	lcl|NZ_CP011339.1_cds_WP_158499372.1_4090	1	153	+	153	161	201	8	156	104	19	31	54	2	346	15	43	198	30	32	4	12	0	6	18	6	20	10	0
lcl|NZ_CP011339.1_cds_WP_369800416.1_4095	lcl|NZ_CP011339.1_cds_WP_369800416.1_4095	1	270	+	270	31	35	13	31	29	13	65	93	14	63	19	35	32	0	4	2	0	2	0	10	6	2	4	2
lcl|NZ_CP011339.1_cds_WP_052277520.1_4107	lcl|NZ_CP011339.1_cds_WP_052277520.1_4107	1	705	+	705	465	644	362	327	280	239	376	617	346	560	410	354	278	136	196	144	104	162	164	206	256	155	115	91
lcl|NZ_CP011339.1_cds_WP_158499373.1_4110	lcl|NZ_CP011339.1_cds_WP_158499373.1_4110	1	147	+	147	162	179	2	83	86	2	163	137	11	311	6	13	92	18	38	12	0	6	25	50	14	40	16	0
lcl|NZ_CP011339.1_cds_VL20_RS29555_4111	lcl|NZ_CP011339.1_cds_VL20_RS29555_4111	1	225	+	225	6	3	4	6	4	3	4	7	3	4	11	10	7	0	10	0	0	2	2	3	4	0	2	0
lcl|NZ_CP011339.1_cds_WP_052277524.1_4115	lcl|NZ_CP011339.1_cds_WP_052277524.1_4115	1	1560	+	1560	415	582	236	371	252	188	241	362	230	452	551	369	415	88	93	34	49	66	27	67	56	66	88	38
lcl|NZ_CP011339.1_cds_WP_052277529.1_4123	lcl|NZ_CP011339.1_cds_WP_052277529.1_4123	1	540	+	540	36356	46462	24672	21253	17077	12818	14556	23622	13772	34072	44757	37552	26802	1955	2616	1766	1487	1547	1167	1519	1513	3164	1873	1359
lcl|NZ_CP011339.1_cds_WP_052277531.1_4126	lcl|NZ_CP011339.1_cds_WP_052277531.1_4126	1	309	+	309	16309	20936	7886	15763	14859	7746	15412	24996	15762	12642	13500	8586	12789	4715	4181	4088	3557	4212	7659	8297	9128	3842	2402	1288
