# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/phage_pangenome.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/FC/TAIHU_all_featurecounts.txt" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_3.sam" 
Geneid	Chr	Start	End	Strand	Length	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_3.sam
lcl|OQ560327.1_cds_WGJ78555.1_222.1	lcl|OQ560327.1_cds_WGJ78555.1_222	1	1500	+	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78556.1_223.1	lcl|OQ560327.1_cds_WGJ78556.1_223	1	282	+	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78557.1_224.1	lcl|OQ560327.1_cds_WGJ78557.1_224	1	918	+	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78558.1_225.1	lcl|OQ560327.1_cds_WGJ78558.1_225	1	513	+	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78559.1_226.1	lcl|OQ560327.1_cds_WGJ78559.1_226	1	468	+	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78560.1_227.1	lcl|OQ560327.1_cds_WGJ78560.1_227	1	408	+	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78561.1_228.1	lcl|OQ560327.1_cds_WGJ78561.1_228	1	450	+	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78562.1_229.1	lcl|OQ560327.1_cds_WGJ78562.1_229	1	366	+	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78563.1_230.1	lcl|OQ560327.1_cds_WGJ78563.1_230	1	3015	+	3015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78564.1_231.1	lcl|OQ560327.1_cds_WGJ78564.1_231	1	222	+	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78565.1_232.1	lcl|OQ560327.1_cds_WGJ78565.1_232	1	714	+	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78566.1_233.1	lcl|OQ560327.1_cds_WGJ78566.1_233	1	753	+	753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78567.1_234.1	lcl|OQ560327.1_cds_WGJ78567.1_234	1	609	+	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78568.1_235.1	lcl|OQ560327.1_cds_WGJ78568.1_235	1	252	+	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78569.1_236.1	lcl|OQ560327.1_cds_WGJ78569.1_236	1	420	+	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78570.1_237.1	lcl|OQ560327.1_cds_WGJ78570.1_237	1	264	+	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78571.1_238.1	lcl|OQ560327.1_cds_WGJ78571.1_238	1	567	+	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78572.1_239.1	lcl|OQ560327.1_cds_WGJ78572.1_239	1	630	+	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78573.1_240.1	lcl|OQ560327.1_cds_WGJ78573.1_240	1	372	+	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78574.1_241.1	lcl|OQ560327.1_cds_WGJ78574.1_241	1	459	+	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78575.1_242.1	lcl|OQ560327.1_cds_WGJ78575.1_242	1	732	+	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78576.1_243.1	lcl|OQ560327.1_cds_WGJ78576.1_243	1	183	+	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78577.1_244.1	lcl|OQ560327.1_cds_WGJ78577.1_244	1	1083	+	1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78578.1_245.1	lcl|OQ560327.1_cds_WGJ78578.1_245	1	231	+	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78579.1_246.1	lcl|OQ560327.1_cds_WGJ78579.1_246	1	948	+	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78580.1_247.1	lcl|OQ560327.1_cds_WGJ78580.1_247	1	384	+	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78581.1_248.1	lcl|OQ560327.1_cds_WGJ78581.1_248	1	843	+	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78582.1_249.1	lcl|OQ560327.1_cds_WGJ78582.1_249	1	189	+	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78583.1_250.1	lcl|OQ560327.1_cds_WGJ78583.1_250	1	240	+	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78584.1_251.1	lcl|OQ560327.1_cds_WGJ78584.1_251	1	429	+	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78585.1_252.1	lcl|OQ560327.1_cds_WGJ78585.1_252	1	177	+	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78586.1_253.1	lcl|OQ560327.1_cds_WGJ78586.1_253	1	477	+	477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78587.1_254.1	lcl|OQ560327.1_cds_WGJ78587.1_254	1	348	+	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78588.1_255.1	lcl|OQ560327.1_cds_WGJ78588.1_255	1	267	+	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78589.1_256.1	lcl|OQ560327.1_cds_WGJ78589.1_256	1	234	+	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78590.1_257.1	lcl|OQ560327.1_cds_WGJ78590.1_257	1	204	+	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78591.1_258.1	lcl|OQ560327.1_cds_WGJ78591.1_258	1	315	+	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78592.1_259.1	lcl|OQ560327.1_cds_WGJ78592.1_259	1	543	+	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78593.1_260.1	lcl|OQ560327.1_cds_WGJ78593.1_260	1	582	+	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78594.1_261.1	lcl|OQ560327.1_cds_WGJ78594.1_261	1	450	+	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78595.1_262.1	lcl|OQ560327.1_cds_WGJ78595.1_262	1	213	+	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78596.1_263.1	lcl|OQ560327.1_cds_WGJ78596.1_263	1	1365	+	1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78597.1_264.1	lcl|OQ560327.1_cds_WGJ78597.1_264	1	1956	+	1956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78598.1_265.1	lcl|OQ560327.1_cds_WGJ78598.1_265	1	174	+	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78599.1_266.1	lcl|OQ560327.1_cds_WGJ78599.1_266	1	495	+	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78600.1_267.1	lcl|OQ560327.1_cds_WGJ78600.1_267	1	894	+	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78601.1_268.1	lcl|OQ560327.1_cds_WGJ78601.1_268	1	246	+	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78602.1_269.1	lcl|OQ560327.1_cds_WGJ78602.1_269	1	237	+	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78603.1_270.1	lcl|OQ560327.1_cds_WGJ78603.1_270	1	210	+	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78604.1_271.1	lcl|OQ560327.1_cds_WGJ78604.1_271	1	228	+	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78605.1_272.1	lcl|OQ560327.1_cds_WGJ78605.1_272	1	276	+	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78606.1_273.1	lcl|OQ560327.1_cds_WGJ78606.1_273	1	204	+	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78607.1_274.1	lcl|OQ560327.1_cds_WGJ78607.1_274	1	255	+	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78608.1_275.1	lcl|OQ560327.1_cds_WGJ78608.1_275	1	852	+	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78609.1_276.1	lcl|OQ560327.1_cds_WGJ78609.1_276	1	582	+	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78610.1_277.1	lcl|OQ560327.1_cds_WGJ78610.1_277	1	336	+	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78611.1_278.1	lcl|OQ560327.1_cds_WGJ78611.1_278	1	318	+	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78612.1_279.1	lcl|OQ560327.1_cds_WGJ78612.1_279	1	132	+	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78613.1_280.1	lcl|OQ560327.1_cds_WGJ78613.1_280	1	132	+	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78614.1_281.1	lcl|OQ560327.1_cds_WGJ78614.1_281	1	249	+	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78615.1_282.1	lcl|OQ560327.1_cds_WGJ78615.1_282	1	132	+	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78616.1_283.1	lcl|OQ560327.1_cds_WGJ78616.1_283	1	717	+	717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78617.1_284.1	lcl|OQ560327.1_cds_WGJ78617.1_284	1	402	+	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78618.1_285.1	lcl|OQ560327.1_cds_WGJ78618.1_285	1	381	+	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78619.1_286.1	lcl|OQ560327.1_cds_WGJ78619.1_286	1	156	+	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78620.1_287.1	lcl|OQ560327.1_cds_WGJ78620.1_287	1	189	+	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78621.1_288.1	lcl|OQ560327.1_cds_WGJ78621.1_288	1	174	+	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78622.1_289.1	lcl|OQ560327.1_cds_WGJ78622.1_289	1	180	+	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78623.1_290.1	lcl|OQ560327.1_cds_WGJ78623.1_290	1	201	+	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78624.1_291.1	lcl|OQ560327.1_cds_WGJ78624.1_291	1	294	+	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78625.1_292.1	lcl|OQ560327.1_cds_WGJ78625.1_292	1	183	+	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78626.1_293.1	lcl|OQ560327.1_cds_WGJ78626.1_293	1	303	+	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78627.1_294.1	lcl|OQ560327.1_cds_WGJ78627.1_294	1	174	+	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78628.1_295.1	lcl|OQ560327.1_cds_WGJ78628.1_295	1	195	+	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78629.1_296.1	lcl|OQ560327.1_cds_WGJ78629.1_296	1	324	+	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78630.1_297.1	lcl|OQ560327.1_cds_WGJ78630.1_297	1	174	+	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78631.1_298.1	lcl|OQ560327.1_cds_WGJ78631.1_298	1	216	+	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78632.1_299.1	lcl|OQ560327.1_cds_WGJ78632.1_299	1	237	+	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ560327.1_cds_WGJ78633.1_300.1	lcl|OQ560327.1_cds_WGJ78633.1_300	1	150	+	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|PP681324.1_cds_XLE98486.1_11.1	lcl|PP681324.1_cds_XLE98486.1_11	1	768	+	768	59	44	11	104	125	16	174	127	18	267	56	25	42	87	84	80	63	31	37	47	73	278	107	30
lcl|PP681324.1_cds_XLE98489.1_14.1	lcl|PP681324.1_cds_XLE98489.1_14	1	168	+	168	8	6	3	13	4	19	6	7	2	8	11	14	1	10	9	23	4	1	2	1	1	1	8	12
lcl|PP681324.1_cds_XLE98491.1_16.1	lcl|PP681324.1_cds_XLE98491.1_16	1	636	+	636	154	88	53	126	148	69	70	67	64	194	74	88	70	189	366	150	138	271	85	104	114	201	191	153
lcl|PP681324.1_cds_XLE98493.1_18.1	lcl|PP681324.1_cds_XLE98493.1_18	1	360	+	360	166	182	89	368	368	206	151	193	90	749	135	199	79	213	621	441	305	431	125	186	145	437	409	308
lcl|PP681324.1_cds_XLE98498.1_23.1	lcl|PP681324.1_cds_XLE98498.1_23	1	165	+	165	21	9	8	46	53	35	23	21	1	23	15	12	13	22	52	78	77	67	22	14	31	41	115	32
lcl|PP681324.1_cds_XLE98501.1_26.1	lcl|PP681324.1_cds_XLE98501.1_26	1	186	+	186	109	152	18	94	118	17	150	175	74	67	30	28	58	96	42	29	14	28	50	63	82	28	14	8
lcl|PP681324.1_cds_XLE98503.1_28.1	lcl|PP681324.1_cds_XLE98503.1_28	1	330	+	330	31	14	30	74	47	53	13	38	7	32	25	33	13	28	64	55	50	38	22	16	16	43	11	30
lcl|PP681324.1_cds_XLE98507.1_32.1	lcl|PP681324.1_cds_XLE98507.1_32	1	237	+	237	298	205	71	361	547	156	160	185	45	1071	112	177	164	319	1469	584	634	502	112	168	123	834	418	209
lcl|PP681324.1_cds_XLE98511.1_36.1	lcl|PP681324.1_cds_XLE98511.1_36	1	246	+	246	22	26	6	17	12	11	42	22	5	22	3	4	1	16	13	47	28	13	3	6	22	11	6	8
lcl|PP681324.1_cds_XLE98512.1_37.1	lcl|PP681324.1_cds_XLE98512.1_37	1	282	+	282	14	10	11	20	21	14	7	19	10	33	14	23	1	18	35	18	15	20	2	3	8	26	7	6
lcl|PP681324.1_cds_XLE98514.1_39.1	lcl|PP681324.1_cds_XLE98514.1_39	1	447	+	447	36	11	8	32	36	3	47	41	14	6	3	3	14	1	30	34	34	29	8	25	25	3	13	4
lcl|PP681324.1_cds_XLE98515.1_40.1	lcl|PP681324.1_cds_XLE98515.1_40	1	222	+	222	6	6	8	6	3	4	15	10	10	0	0	0	2	0	7	2	10	0	4	4	2	0	4	0
lcl|PP681324.1_cds_XLE98516.1_41.1	lcl|PP681324.1_cds_XLE98516.1_41	1	297	+	297	15	13	7	26	20	24	5	23	7	19	6	12	4	2	32	8	9	16	6	7	2	17	6	11
lcl|PP681324.1_cds_XLE98517.1_42.1	lcl|PP681324.1_cds_XLE98517.1_42	1	393	+	393	15	6	18	27	14	12	0	21	17	9	10	8	7	4	8	10	27	13	6	6	6	5	8	11
lcl|PP681324.1_cds_XLE98519.1_44.1	lcl|PP681324.1_cds_XLE98519.1_44	1	408	+	408	24	23	4	60	23	14	20	77	20	65	10	17	22	8	33	24	33	27	32	27	21	37	41	20
lcl|PP681324.1_cds_XLE98520.1_45.1	lcl|PP681324.1_cds_XLE98520.1_45	1	558	+	558	31	20	14	42	57	44	9	23	12	27	10	20	13	24	43	56	80	80	17	24	22	31	15	42
lcl|PP681324.1_cds_XLE98521.1_46.1	lcl|PP681324.1_cds_XLE98521.1_46	1	657	+	657	82	33	26	153	134	85	63	61	27	267	31	77	47	48	142	225	176	185	58	65	32	142	115	89
lcl|PP681324.1_cds_XLE98522.1_47.1	lcl|PP681324.1_cds_XLE98522.1_47	1	738	+	738	840	1096	268	961	904	232	1439	1631	388	1098	425	313	533	435	614	344	235	226	566	736	711	244	450	96
lcl|PP681324.1_cds_XLE98523.1_48.1	lcl|PP681324.1_cds_XLE98523.1_48	1	498	+	498	128	56	45	79	63	62	56	33	5	125	30	83	49	160	155	147	104	79	21	37	41	187	189	160
lcl|PP681324.1_cds_XLE98525.1_50.1	lcl|PP681324.1_cds_XLE98525.1_50	1	246	+	246	19	17	13	12	0	8	23	18	3	9	12	8	7	17	12	18	5	10	7	12	13	28	19	19
lcl|PP681324.1_cds_XLE98532.1_57.1	lcl|PP681324.1_cds_XLE98532.1_57	1	192	+	192	32	24	17	109	98	55	42	35	35	92	74	62	27	45	114	133	90	81	44	23	53	107	43	68
lcl|PP681324.1_cds_XLE98533.1_58.1	lcl|PP681324.1_cds_XLE98533.1_58	1	195	+	195	12	1	3	25	6	14	2	2	2	29	12	5	0	0	14	9	6	19	14	4	2	10	3	7
lcl|PP681324.1_cds_XLE98534.1_59.1	lcl|PP681324.1_cds_XLE98534.1_59	1	1188	+	1188	203216	349826	148614	179327	145022	103070	185660	220881	152880	254329	165198	151201	116223	54434	87878	47782	32736	50925	79527	110887	116936	60853	54795	39914
